1001,9001,10
1001,9002,1
1001,9003,9
1002,9001,3
1002,9002,5
1002,9003,1
1002,9004,10
1003,9001,2
1003,9002,6
1003,9003,2
1003,9004,9
1003,9005,10
1003,9006,8
1003,9007,9
1004,9001,9
1004,9002,2
1004,9003,8
1004,9004,3
1004,9010,10
1004,9011,9
1004,9012,8
1005,9001,8
1005,9002,3
1005,9003,7
1005,9004,1
1005,9010,9
1005,9011,10
1005,9012,9
1005,9013,8
1005,9014,1
1005,9015,1
1006,9001,7
1006,9002,4
1006,9003,8
1006,9004,1
1006,9010,7
1006,9011,6
1006,9012,9
1007,11853,5
1007,10097,6
1007,9194,5
1007,13021,7
1007,12392,3
1007,10560,4
1007,10124,9
1007,12717,4
1007,11861,7
1008,9768,9
1008,11908,5
1008,10949,8
1008,11572,3
1008,11913,10
1008,10124,3
1008,11105,1
1008,12800,2
1009,10075,4
1009,9108,5
1009,11168,9
1009,9643,2
1009,11800,5
1009,13774,9
1009,13228,2
1009,9779,10
1010,13805,9
1010,10331,4
1010,11835,2
1010,11753,4
1010,12785,4
1010,9232,6
1010,10962,10
1010,9952,10
1010,9299,1
1010,12831,10
1010,12080,2
1010,10289,4
1010,12575,9
1010,11291,9
1011,12454,2
1011,11237,9
1011,10941,6
1011,13235,2
1011,9883,10
1011,11483,9
1011,12961,1
1011,10743,7
1011,9188,2
1012,12025,5
1012,11751,9
1012,11870,4
1012,12935,6
1012,13689,3
1012,11121,10
1012,9909,8
1012,9237,5
1012,12841,7
1012,13729,10
1012,13386,2
1012,9030,9
1013,10586,7
1013,12023,1
1013,9277,10
1013,12119,6
1013,13453,10
1013,12183,5
1013,9158,2
1014,11191,6
1014,12734,9
1014,12916,2
1014,12842,1
1014,10884,5
1015,12316,8
1015,11060,1
1015,10076,4
1015,12669,6
1015,10046,9
1015,11077,4
1015,10969,5
1015,13954,5
1015,12010,7
1015,13147,9
1015,12256,5
1015,13914,6
1015,12306,2
1015,9554,2
1016,9488,7
1016,12594,2
1016,12224,7
1016,10266,6
1016,12647,2
1016,10098,2
1016,11991,5
1016,12973,5
1016,11761,4
1016,11736,6
1016,10923,3
1016,11500,1
1016,11221,2
1017,10696,8
1017,10370,2
1017,11017,4
1017,11830,2
1017,9637,6
1017,13021,10
1017,10943,5
1017,9989,4
1017,10973,5
1017,13093,4
1017,13265,1
1017,13161,6
1017,11305,9
1017,11298,7
1017,13795,7
1018,9170,9
1018,13283,7
1018,11930,3
1018,9464,10
1018,12327,9
1018,10170,8
1018,10431,3
1018,12279,7
1018,12136,3
1018,10584,10
1018,11089,5
1018,10830,5
1018,9540,7
1019,9656,9
1019,13079,5
1019,9688,7
1019,12260,5
1019,9427,5
1019,12614,9
1019,10240,2
1019,10778,1
1020,9700,9
1020,12804,1
1020,12348,8
1020,13549,5
1020,11381,8
1020,9131,7
1020,10102,9
1020,9271,9
1020,11147,7
1020,13823,1
1020,9244,6
1020,13337,7
1021,12679,9
1021,10329,9
1021,12459,3
1021,12861,2
1021,10296,6
1021,12050,2
1021,10699,7
1021,13241,5
1022,10422,7
1022,11056,3
1022,13696,3
1022,9618,6
1022,13212,10
1022,11290,7
1022,9570,1
1022,10310,6
1023,10895,3
1023,13622,7
1023,11288,2
1023,9048,7
1023,11068,9
1023,13820,4
1023,12648,7
1023,9503,6
1023,13043,2
1023,12966,9
1023,10972,3
1023,11724,4
1023,10599,9
1024,9842,4
1024,12715,7
1024,9420,8
1024,10985,7
1024,9687,4
1024,10601,10
1024,9736,6
1024,11772,3
1024,13014,5
1024,12748,5
1024,10885,7
1025,13118,1
1025,10189,9
1025,11468,1
1025,9856,2
1025,9967,6
1025,13574,9
1025,10392,4
1025,12976,9
1026,9742,10
1026,12957,7
1026,13695,6
1026,12364,10
1026,12491,5
1026,12511,7
1026,12246,3
1026,11361,2
1026,11679,10
1026,13818,4
1026,10780,9
1026,10452,6
1026,10798,6
1026,10664,8
1026,12112,10
1027,11586,2
1027,11537,1
1027,11743,10
1027,9003,7
1027,9414,9
1027,9800,5
1027,13083,6
1028,9291,4
1028,9482,6
1028,10216,7
1028,12304,1
1028,9013,1
1028,11175,7
1028,12735,1
1028,11416,1
1028,12936,7
1028,10973,8
1028,13522,10
1028,13624,8
1029,9253,5
1029,9361,3
1029,11248,3
1029,12943,5
1029,9100,6
1029,12699,9
1029,11497,1
1029,12604,8
1029,12867,9
1029,11249,7
1029,13288,1
1029,10308,2
1029,12346,8
1029,11290,5
1029,12559,9
1030,9097,9
1030,13715,8
1030,12128,4
1030,9952,3
1030,13212,5
1030,9297,8
1030,13286,9
1030,10160,10
1030,10636,10
1030,11682,8
1030,13524,9
1030,13197,10
1031,10776,2
1031,11940,9
1031,9230,10
1031,10539,6
1031,13324,5
1032,9445,6
1032,12867,10
1032,11385,9
1032,13647,5
1032,11414,1
1032,9097,8
1032,12041,8
1032,10002,7
1032,13599,2
1032,12076,10
1032,13109,6
1032,12161,1
1032,9544,6
1033,12812,9
1033,12247,5
1033,10296,8
1033,13395,1
1033,13126,5
1033,10884,7
1033,9972,3
1033,9058,9
1033,12396,8
1033,13571,2
1033,12815,6
1033,12907,2
1033,12397,8
1034,9058,9
1034,9036,2
1034,10363,6
1034,13138,2
1034,12773,9
1034,9220,7
1034,10138,7
1034,12640,1
1034,11166,6
1034,11315,8
1034,9484,5
1034,13951,4
1035,12881,2
1035,13522,1
1035,13405,1
1035,12210,4
1035,10393,7
1035,12813,1
1035,10942,6
1035,13389,1
1035,11434,4
1036,11327,6
1036,13000,4
1036,9352,5
1036,11493,6
1036,12115,4
1037,13240,6
1037,9038,4
1037,9008,10
1037,10651,6
1037,9732,8
1037,10191,4
1037,12084,10
1037,10221,1
1037,9291,4
1037,12196,9
1037,12626,8
1037,11477,2
1037,9530,1
1037,11368,2
1038,12525,9
1038,9067,5
1038,9192,4
1038,10522,4
1038,12280,2
1038,11336,10
1038,12346,10
1038,9210,8
1038,10730,3
1038,11220,3
1038,13730,5
1038,13703,7
1038,10776,10
1038,13358,5
1039,10569,2
1039,10623,7
1039,11815,9
1039,13044,8
1039,11680,10
1039,11221,3
1039,13933,3
1040,9920,9
1040,13281,4
1040,9207,6
1040,9647,5
1040,9420,8
1040,13743,9
1040,12190,5
1041,11746,7
1041,12865,8
1041,12308,5
1041,10149,6
1041,9021,1
1041,9607,10
1041,9962,10
1041,11600,10
1041,12198,6
1041,9309,8
1041,12311,2
1041,9571,4
1042,9426,4
1042,13690,6
1042,9707,2
1042,12871,3
1042,13932,5
1042,11712,10
1042,11252,8
1043,13848,2
1043,10144,3
1043,12174,5
1043,9564,10
1043,11020,6
1043,13019,8
1043,12270,3
1044,12721,10
1044,13620,7
1044,10044,6
1044,9431,8
1044,10466,7
1044,12686,5
1044,10070,5
1044,9627,2
1044,12048,9
1044,10326,9
1044,9797,6
1045,10949,5
1045,9847,3
1045,11143,4
1045,9090,4
1045,11558,1
1045,11575,7
1045,12815,7
1045,11384,10
1045,9050,2
1045,13419,3
1045,12586,9
1045,9171,8
1046,10553,3
1046,13232,3
1046,12347,4
1046,9659,6
1046,11169,4
1046,11113,3
1046,9018,4
1046,12343,8
1046,11472,7
1046,11030,5
1047,10152,7
1047,9258,1
1047,9574,6
1047,12449,5
1047,11166,7
1047,13493,2
1047,9487,9
1047,13559,8
1047,12761,4
1047,11380,7
1047,10769,1
1047,10980,3
1047,9712,6
1047,13310,8
1048,10314,7
1048,11885,7
1048,13783,10
1048,10020,4
1048,12206,2
1048,9364,2
1048,10940,5
1048,11663,1
1049,13362,4
1049,11035,2
1049,9370,8
1049,11970,1
1049,11390,5
1049,10007,4
1049,11307,10
1050,11515,9
1050,12007,4
1050,11427,8
1050,9069,5
1050,10442,3
1050,10345,8
1050,11578,2
1050,13099,2
1050,12086,7
1050,12480,6
1050,12367,6
1050,11644,7
1050,9662,5
1051,10542,7
1051,11675,7
1051,13040,7
1051,11079,4
1051,9749,7
1051,10127,3
1051,9283,7
1052,10356,7
1052,11348,2
1052,12976,4
1052,9026,9
1052,13282,6
1052,11163,8
1052,13073,2
1052,12956,9
1052,11421,6
1052,12148,5
1052,10894,10
1052,13912,3
1053,13975,10
1053,11492,9
1053,9886,2
1053,11583,1
1053,10905,5
1053,12731,5
1053,11992,3
1053,13083,8
1053,9694,2
1053,11030,6
1053,10721,2
1053,12560,1
1053,11764,8
1053,10581,10
1053,9399,10
1054,12905,6
1054,9995,8
1054,13409,6
1054,9497,8
1054,11093,9
1054,10011,9
1054,12682,4
1054,11363,5
1054,13688,1
1054,10775,7
1054,9739,7
1054,11910,3
1054,10435,5
1054,9978,10
1054,10081,8
1055,10028,3
1055,10064,7
1055,10666,2
1055,10600,5
1055,11578,5
1055,10491,2
1055,13546,7
1055,12090,7
1055,12185,2
1055,9744,5
1055,9664,4
1055,12769,5
1056,11343,3
1056,11618,10
1056,12297,5
1056,13516,10
1056,10477,1
1056,13165,3
1056,11161,2
1056,10818,1
1056,13148,9
1056,12928,7
1056,10766,2
1056,9918,5
1056,12005,5
1056,9064,9
1057,9324,9
1057,13391,3
1057,9078,9
1057,12202,4
1057,12433,7
1057,9983,4
1057,13462,6
1057,9308,8
1057,12532,2
1058,13393,10
1058,13628,7
1058,12457,10
1058,13335,8
1058,13038,6
1058,11094,3
1058,11675,9
1058,11404,5
1058,9975,7
1058,10257,7
1058,10196,9
1059,11459,6
1059,10441,3
1059,12433,4
1059,9924,9
1059,13489,9
1059,11074,10
1059,11923,2
1059,11510,9
1060,12161,6
1060,13255,3
1060,11121,1
1060,11888,9
1060,11978,2
1060,12337,1
1060,9988,9
1060,12662,3
1060,11866,2
1060,13474,2
1060,11826,2
1061,13375,6
1061,13338,7
1061,10761,5
1061,9922,9
1061,10389,8
1061,11851,7
1061,13140,9
1061,10654,3
1061,13772,1
1061,12832,4
1061,11326,7
1062,12533,10
1062,10070,6
1062,12238,1
1062,13619,1
1062,13040,8
1062,13410,3
1062,9751,2
1062,9594,9
1062,9614,9
1062,9361,8
1062,11770,6
1062,9967,3
1063,10286,4
1063,13895,6
1063,9219,2
1063,12606,5
1063,13222,4
1063,9924,10
1063,12681,7
1063,13049,4
1063,9105,5
1063,11181,2
1064,11115,9
1064,12044,6
1064,10172,1
1064,11584,7
1064,11714,8
1065,10658,8
1065,9830,10
1065,11346,8
1065,13982,3
1065,10333,8
1065,9695,4
1065,9671,6
1065,13024,8
1065,13300,6
1065,13512,9
1065,13081,9
1065,9906,7
1065,12209,3
1066,11687,5
1066,12606,10
1066,10279,6
1066,12051,7
1066,13251,7
1066,10588,10
1066,11985,10
1066,10405,6
1066,13749,10
1066,12974,6
1066,10001,5
1066,10082,7
1066,11011,7
1066,11429,6
1066,9871,4
1067,11397,5
1067,13171,6
1067,12262,8
1067,10525,5
1067,13729,10
1067,9167,9
1067,13811,10
1067,9090,3
1067,11321,7
1067,9278,3
1068,11106,6
1068,13391,2
1068,10454,7
1068,10599,3
1068,10676,10
1068,11628,2
1068,11642,9
1068,11406,2
1068,10861,8
1068,12937,4
1068,10625,7
1068,11375,5
1068,10391,5
1068,10115,1
1069,10951,4
1069,9308,8
1069,13691,2
1069,12229,9
1069,11961,6
1069,13898,2
1069,10358,10
1069,9247,3
1069,9693,1
1069,13670,1
1069,9568,4
1069,13845,7
1069,11915,1
1069,12998,9
1070,9956,9
1070,12350,6
1070,9613,9
1070,9662,7
1070,9872,9
1070,12381,2
1070,10633,6
1071,9846,1
1071,13313,6
1071,12335,6
1071,9616,5
1071,11579,2
1071,13045,5
1071,13030,7
1071,9757,7
1071,11207,1
1071,12582,4
1071,12305,9
1071,9351,6
1071,10167,6
1071,12048,7
1071,13996,1
1072,13142,1
1072,10643,3
1072,9958,7
1072,11631,6
1072,10426,9
1072,9028,9
1072,10540,9
1072,11191,3
1072,9059,8
1072,12770,4
